item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM11635,Apparel,201,92,10,8,6.63,2.18,0.28,L94
ITM11636,Apparel,400,85,10,7,3.35,4.38,0.76,L85
ITM11637,Pharma,275,29,7,3,28.79,1.56,0.9,L67
ITM11638,Electronics,57,74,14,4,12.9,4.69,0.31,L39
ITM11639,Groceries,195,94,11,8,36.98,3.86,0.18,L59
ITM11640,Automotive,46,58,5,7,34.63,2.62,0.38,L83
ITM11641,Groceries,295,10,5,6,16.59,6.6,0.69,L4
ITM11642,Groceries,159,19,3,9,9.66,9.53,0.43,L8
ITM11643,Electronics,318,56,11,6,6.02,2.47,0.59,L62
ITM11644,Electronics,464,68,8,4,37.13,7.26,0.77,L52
ITM11645,Electronics,306,71,4,3,23.07,7.55,0.47,L55
ITM11646,Apparel,110,95,10,7,16.85,5.23,1.0,L88
ITM11647,Pharma,499,27,14,9,42.98,9.03,0.37,L14
ITM11648,Apparel,80,55,11,7,30.09,9.68,0.98,L63
ITM11649,Pharma,477,41,11,5,26.38,3.94,0.28,L92
ITM11650,Pharma,470,36,4,2,37.43,6.68,0.2,L57
ITM11651,Groceries,384,27,4,6,40.96,6.79,0.78,L10
ITM11652,Groceries,366,48,9,7,34.62,4.33,0.73,L11
ITM11653,Pharma,182,58,13,7,22.56,3.51,0.83,L42
ITM11654,Pharma,370,91,6,8,19.59,9.37,0.41,L78
ITM11655,Apparel,162,53,3,8,38.81,8.0,0.94,L19
ITM11656,Apparel,419,81,10,7,26.38,1.59,0.21,L9
ITM11657,Groceries,272,63,4,3,35.51,1.64,0.13,L17
ITM11658,Electronics,288,43,5,2,44.63,9.26,0.37,L36
ITM11659,Pharma,388,80,7,7,45.88,1.27,0.82,L80
ITM11660,Apparel,310,45,5,4,14.61,7.04,0.71,L82
ITM11661,Groceries,478,27,9,6,10.21,2.65,0.49,L75
ITM11662,Apparel,206,47,9,5,13.8,0.83,0.33,L71
ITM11663,Pharma,424,68,4,8,37.82,1.07,0.15,L92
ITM11664,Pharma,457,18,9,4,19.13,4.05,0.4,L42
ITM11665,Automotive,478,82,13,6,9.5,1.24,0.51,L49
ITM11666,Electronics,433,81,8,9,5.82,6.17,0.72,L77
ITM11667,Automotive,323,60,12,8,17.04,6.65,0.68,L68
ITM11668,Groceries,310,44,11,3,7.67,4.05,0.95,L38
ITM11669,Apparel,105,91,11,8,8.66,7.56,0.19,L59
ITM11670,Groceries,185,14,4,2,34.51,5.16,0.4,L65
ITM11671,Pharma,434,23,9,2,1.97,4.59,0.53,L78
ITM11672,Automotive,481,39,7,6,6.76,4.37,0.7,L56
ITM11673,Automotive,427,13,8,4,42.37,4.6,0.55,L13
ITM11674,Automotive,133,48,3,5,42.4,9.69,0.92,L90
ITM11675,Groceries,452,93,9,3,17.13,6.97,0.65,L15
ITM11676,Pharma,499,73,8,6,5.31,3.49,0.14,L84
ITM11677,Apparel,375,34,6,9,35.54,7.47,0.2,L84
ITM11678,Apparel,435,37,3,3,18.65,3.64,0.78,L99
ITM11679,Groceries,202,85,11,2,3.23,1.69,0.74,L71
ITM11680,Automotive,226,75,6,7,8.73,5.02,0.24,L93
ITM11681,Electronics,275,87,4,7,7.72,7.63,0.15,L28
ITM11682,Groceries,254,31,10,5,29.87,4.09,0.62,L56
ITM11683,Groceries,461,40,4,3,45.01,8.76,0.67,L58
ITM11684,Pharma,374,32,7,6,39.86,4.18,0.22,L30
ITM11685,Apparel,22,57,13,5,27.78,3.82,0.53,L53
ITM11686,Groceries,227,29,8,8,21.69,9.98,0.38,L44
ITM11687,Groceries,216,47,13,8,31.32,5.08,0.94,L59
ITM11688,Automotive,360,64,10,9,22.75,8.15,0.3,L52
ITM11689,Automotive,144,77,13,4,13.06,8.15,0.76,L54
ITM11690,Electronics,157,88,3,7,34.28,9.3,0.57,L94
ITM11691,Pharma,358,97,3,6,43.79,1.31,0.11,L13
ITM11692,Electronics,44,98,14,3,19.27,3.08,0.57,L41
ITM11693,Automotive,87,10,6,5,42.24,7.79,0.19,L55
ITM11694,Apparel,80,16,7,6,22.12,5.84,0.69,L41
ITM11695,Automotive,48,66,11,5,20.67,5.82,0.61,L86
ITM11696,Pharma,402,21,13,5,2.39,2.08,0.11,L33
ITM11697,Automotive,38,14,9,5,35.07,3.17,0.28,L48
ITM11698,Pharma,190,59,9,3,40.57,5.45,0.8,L20
ITM11699,Pharma,469,51,10,6,33.51,3.13,0.35,L88
ITM11700,Pharma,93,21,7,2,8.42,2.5,0.55,L61
ITM11701,Pharma,80,27,7,2,6.06,1.33,0.38,L9
ITM11702,Pharma,446,75,3,3,29.07,1.98,0.93,L12
ITM11703,Apparel,172,83,11,8,20.67,7.8,0.58,L11
ITM11704,Electronics,295,88,8,3,22.03,7.33,0.73,L12
ITM11705,Groceries,67,26,11,7,48.42,0.94,0.18,L56
ITM11706,Electronics,230,77,5,5,36.47,2.43,0.14,L13
ITM11707,Pharma,362,80,7,6,21.18,5.82,0.33,L96
ITM11708,Apparel,427,71,4,6,1.94,3.56,0.38,L95
ITM11709,Automotive,158,50,12,4,2.67,8.32,0.72,L48
ITM11710,Apparel,129,43,7,4,34.56,7.96,0.61,L17
ITM11711,Pharma,202,79,10,9,42.05,8.97,0.44,L72
ITM11712,Apparel,47,54,13,2,35.68,5.85,0.69,L8
ITM11713,Apparel,216,67,4,4,20.89,3.84,0.25,L76
ITM11714,Pharma,210,60,10,4,2.53,6.26,0.16,L72
ITM11715,Apparel,334,43,6,2,48.4,1.35,0.87,L72
ITM11716,Groceries,408,53,12,7,49.33,0.59,0.61,L43
ITM11717,Groceries,70,24,12,8,27.92,0.66,0.68,L86
ITM11718,Apparel,168,87,3,2,4.46,4.37,0.38,L16
ITM11719,Automotive,287,79,7,8,27.51,2.67,0.43,L53
ITM11720,Pharma,69,59,3,9,44.72,1.99,0.17,L46
ITM11721,Groceries,407,41,9,4,34.32,6.35,0.87,L86
ITM11722,Automotive,265,76,10,6,36.28,9.95,0.63,L97
ITM11723,Apparel,132,12,5,4,5.16,2.19,0.18,L55
ITM11724,Automotive,189,95,5,5,6.22,5.69,0.82,L93
ITM11725,Electronics,487,95,9,9,7.24,1.64,0.5,L7
ITM11726,Groceries,185,83,6,8,45.31,9.38,0.79,L37
ITM11727,Apparel,428,60,5,8,26.77,3.27,0.11,L77
ITM11728,Pharma,33,76,10,5,39.79,8.84,0.13,L40
ITM11729,Apparel,222,85,5,5,6.65,3.19,0.25,L46
ITM11730,Pharma,307,57,9,7,46.45,8.16,0.29,L14
ITM11731,Apparel,414,26,4,3,41.24,2.49,0.79,L74
ITM11732,Automotive,208,16,13,5,12.01,3.28,0.74,L65
ITM11733,Automotive,421,22,13,8,43.83,2.33,0.65,L28
ITM11734,Automotive,174,75,3,6,13.91,3.01,0.9,L20
ITM11735,Electronics,74,13,14,8,11.06,8.43,0.32,L85
ITM11736,Pharma,201,19,8,8,13.95,6.57,0.91,L62
ITM11737,Automotive,229,97,10,7,45.59,4.36,0.92,L29
ITM11738,Electronics,395,26,3,3,45.86,9.73,0.49,L14
ITM11739,Pharma,490,61,12,3,17.12,4.92,0.18,L45
ITM11740,Apparel,94,15,14,5,35.57,9.71,0.75,L72
ITM11741,Electronics,296,92,11,9,34.11,2.37,0.4,L48
ITM11742,Groceries,447,78,5,4,40.52,9.09,0.82,L15
ITM11743,Electronics,152,83,5,8,15.53,0.63,0.25,L98
ITM11744,Electronics,362,18,6,2,26.0,5.68,0.59,L36
ITM11745,Pharma,444,86,13,4,33.72,4.52,0.56,L74
ITM11746,Apparel,78,92,3,4,2.29,5.49,0.19,L29
ITM11747,Groceries,364,30,11,3,19.46,5.76,0.43,L55
ITM11748,Automotive,201,33,13,3,35.1,4.2,0.18,L72
ITM11749,Automotive,477,13,5,7,13.38,9.98,0.52,L99
ITM11750,Electronics,425,33,12,7,47.93,9.78,0.86,L80
ITM11751,Pharma,358,68,6,3,2.48,9.64,0.34,L79
ITM11752,Pharma,340,12,3,6,47.95,9.8,0.79,L87
ITM11753,Automotive,83,77,6,6,11.62,8.03,0.27,L83
ITM11754,Groceries,346,49,3,2,3.39,9.89,0.71,L72
ITM11755,Apparel,279,57,7,3,15.33,8.98,0.92,L4
ITM11756,Groceries,212,63,7,5,39.53,4.45,0.39,L78
ITM11757,Apparel,162,44,13,7,37.87,7.96,0.91,L85
ITM11758,Automotive,123,65,9,3,11.23,9.16,0.55,L89
ITM11759,Apparel,479,98,10,6,10.64,7.27,0.39,L35
ITM11760,Pharma,425,49,6,3,32.49,4.52,0.91,L4
ITM11761,Electronics,233,86,9,6,23.45,1.13,0.13,L24
ITM11762,Electronics,261,77,6,3,39.82,8.19,0.13,L35
ITM11763,Automotive,450,55,5,8,2.18,9.55,0.64,L90
ITM11764,Pharma,228,87,8,5,30.91,3.94,0.82,L98
ITM11765,Groceries,112,22,6,9,36.8,1.94,0.78,L40
ITM11766,Pharma,449,36,5,2,49.68,3.6,0.17,L44
ITM11767,Electronics,161,15,11,8,34.26,6.03,0.96,L45
ITM11768,Electronics,453,26,7,5,12.36,3.51,0.73,L1
ITM11769,Pharma,423,45,9,6,6.3,6.3,0.95,L24
ITM11770,Pharma,453,90,14,7,32.4,9.69,0.4,L19
ITM11771,Electronics,131,11,8,7,26.64,6.87,0.72,L73
ITM11772,Groceries,436,86,12,4,45.06,3.95,0.87,L85
ITM11773,Automotive,394,61,7,5,36.6,9.39,0.44,L52
ITM11774,Automotive,78,75,9,3,25.98,5.87,0.97,L9
ITM11775,Pharma,62,61,13,2,20.78,1.72,0.34,L19
ITM11776,Automotive,226,52,8,3,20.81,5.24,0.38,L95
ITM11777,Electronics,287,99,12,3,12.09,6.71,0.93,L82
ITM11778,Electronics,315,31,4,5,1.85,8.46,0.97,L4
ITM11779,Pharma,137,64,5,9,29.17,9.4,0.36,L12
ITM11780,Pharma,39,76,4,2,11.41,3.52,0.22,L96
ITM11781,Pharma,241,69,14,4,11.21,1.98,0.78,L68
ITM11782,Groceries,185,67,5,8,7.14,1.2,0.94,L28
ITM11783,Automotive,150,21,3,3,10.29,7.51,0.64,L49
ITM11784,Pharma,175,97,10,2,2.56,8.05,0.67,L54
ITM11785,Apparel,203,78,8,4,34.04,4.39,0.79,L59
ITM11786,Apparel,109,93,4,8,20.67,4.26,0.24,L44
ITM11787,Electronics,113,48,10,3,28.51,9.57,0.98,L21
ITM11788,Automotive,32,22,8,2,32.21,9.21,0.43,L48
ITM11789,Pharma,480,50,9,8,48.65,2.72,0.67,L40
ITM11790,Apparel,341,66,13,5,4.35,7.92,0.52,L93
ITM11791,Automotive,312,62,3,9,21.48,6.42,0.52,L42
ITM11792,Electronics,452,21,9,7,13.05,1.97,0.73,L100
ITM11793,Groceries,249,22,5,7,24.36,3.89,1.0,L73
ITM11794,Automotive,341,83,13,3,46.1,2.19,0.69,L77
ITM11795,Automotive,311,66,14,3,36.48,3.3,0.81,L11
ITM11796,Groceries,457,49,10,8,33.44,6.35,0.12,L7
ITM11797,Automotive,45,89,8,2,22.62,4.07,0.83,L20
ITM11798,Electronics,94,54,6,7,33.88,4.24,0.37,L21
ITM11799,Electronics,475,44,13,3,2.59,5.63,0.21,L97
ITM11800,Groceries,383,12,10,4,29.73,1.33,0.2,L80
ITM11801,Pharma,443,14,11,3,28.14,7.52,0.71,L7
ITM11802,Apparel,318,99,12,7,17.99,4.32,1.0,L87
ITM11803,Pharma,169,20,4,6,10.87,5.06,0.7,L11
ITM11804,Automotive,167,80,8,9,40.57,9.76,0.34,L35
ITM11805,Apparel,27,65,7,7,3.64,3.77,0.28,L57
ITM11806,Groceries,48,19,7,4,4.41,6.66,0.57,L85
ITM11807,Groceries,315,43,12,2,22.59,4.23,0.16,L55
ITM11808,Apparel,493,76,13,4,13.38,9.0,0.46,L63
ITM11809,Electronics,433,81,5,6,37.53,8.54,0.7,L78
ITM11810,Apparel,228,40,14,6,32.08,2.8,0.97,L57
ITM11811,Automotive,147,84,10,3,38.85,7.07,0.48,L54
ITM11812,Electronics,359,80,10,3,16.91,1.12,0.28,L35
ITM11813,Groceries,135,75,14,7,37.29,9.65,0.84,L28
ITM11814,Apparel,458,79,7,5,43.25,3.82,0.77,L97
ITM11815,Pharma,163,50,10,9,17.92,8.4,0.87,L66
ITM11816,Pharma,449,72,12,4,17.65,3.53,0.29,L15
ITM11817,Automotive,337,41,10,7,45.1,6.51,0.46,L45
ITM11818,Pharma,254,29,5,5,3.44,9.84,0.98,L56
ITM11819,Apparel,26,66,4,7,18.16,8.83,0.24,L15
ITM11820,Apparel,483,59,11,9,6.81,2.02,0.7,L37
ITM11821,Pharma,64,89,4,9,2.42,5.7,0.31,L87
ITM11822,Apparel,462,34,11,6,6.53,3.81,0.55,L87
ITM11823,Automotive,258,21,6,3,22.13,4.63,0.82,L76
ITM11824,Electronics,459,80,14,3,34.66,3.68,0.54,L63
ITM11825,Automotive,451,48,4,9,15.17,3.69,0.82,L68
ITM11826,Automotive,174,26,12,7,42.63,5.65,0.48,L86
ITM11827,Apparel,200,54,3,9,22.44,2.32,1.0,L40
ITM11828,Electronics,234,20,6,3,48.44,5.61,0.49,L6
ITM11829,Apparel,107,79,11,2,47.75,3.15,0.23,L29
ITM11830,Groceries,275,32,14,7,38.89,3.25,0.46,L51
ITM11831,Apparel,92,79,11,6,46.69,7.52,0.77,L77
ITM11832,Apparel,438,47,6,8,35.65,0.78,0.86,L8
ITM11833,Apparel,198,11,11,7,44.88,4.12,0.51,L1
ITM11834,Electronics,231,95,14,7,12.59,4.37,0.64,L27
ITM11835,Apparel,312,93,8,3,17.93,5.11,0.86,L39
ITM11836,Electronics,253,98,3,6,37.89,6.86,0.83,L28
ITM11837,Pharma,484,88,12,7,21.8,4.01,0.69,L99
ITM11838,Groceries,258,81,8,3,42.03,2.52,0.83,L18
ITM11839,Electronics,242,46,11,9,44.0,8.91,0.62,L98
ITM11840,Pharma,138,58,4,4,15.69,9.82,0.1,L33
ITM11841,Electronics,332,61,8,6,41.35,0.69,0.14,L38
ITM11842,Electronics,283,42,4,5,8.56,5.69,0.98,L42
ITM11843,Groceries,226,31,6,2,17.38,3.75,0.23,L16
ITM11844,Automotive,114,14,10,5,26.38,3.13,0.46,L1
ITM11845,Automotive,392,27,9,8,12.1,3.69,0.94,L64
ITM11846,Electronics,241,47,13,9,29.38,6.57,0.28,L96
ITM11847,Apparel,385,46,14,6,29.36,2.31,0.86,L56
ITM11848,Pharma,295,73,11,7,11.14,9.17,0.84,L23
ITM11849,Apparel,399,19,9,3,39.99,4.93,0.99,L17
ITM11850,Apparel,250,88,3,8,31.95,3.59,0.35,L49
ITM11851,Electronics,328,51,4,6,16.57,7.77,0.38,L69
ITM11852,Electronics,138,57,8,2,12.38,0.66,0.91,L91
ITM11853,Electronics,287,53,9,6,44.06,4.6,0.31,L30
ITM11854,Electronics,452,91,5,8,41.95,3.88,0.59,L65
ITM11855,Automotive,292,96,11,3,12.26,3.71,0.74,L72
ITM11856,Electronics,83,25,9,5,2.74,3.7,0.34,L86
ITM11857,Automotive,317,63,8,4,40.42,0.8,0.94,L46
ITM11858,Automotive,369,44,8,5,31.16,1.95,0.7,L10
ITM11859,Electronics,432,37,3,3,5.94,1.85,0.14,L51
ITM11860,Groceries,422,11,7,8,29.78,9.89,0.22,L95
ITM11861,Pharma,30,22,12,3,23.16,0.71,0.27,L6
ITM11862,Apparel,117,50,5,9,38.95,2.09,0.32,L56
ITM11863,Automotive,453,89,9,2,11.25,9.75,0.76,L3
ITM11864,Pharma,90,68,12,6,23.2,6.47,0.18,L59
ITM11865,Groceries,383,78,5,9,8.66,4.78,0.42,L10
ITM11866,Apparel,77,62,7,6,47.92,1.25,0.92,L41
ITM11867,Apparel,309,54,9,5,39.16,6.86,0.6,L74
ITM11868,Automotive,270,29,5,8,37.1,1.81,0.34,L55
ITM11869,Electronics,295,33,12,4,34.82,6.88,0.96,L74
ITM11870,Groceries,69,70,4,4,21.74,9.8,0.32,L52
ITM11871,Automotive,377,67,8,2,46.24,5.55,0.91,L91
ITM11872,Groceries,235,36,10,3,4.57,2.53,0.75,L82
ITM11873,Electronics,413,35,6,2,40.36,6.44,0.77,L54
ITM11874,Electronics,435,16,11,6,11.55,5.37,0.79,L38
ITM11875,Automotive,71,51,14,7,16.88,5.56,0.56,L15
ITM11876,Electronics,290,56,14,7,26.45,5.04,0.83,L52
ITM11877,Pharma,103,62,10,7,39.35,6.9,0.85,L3
ITM11878,Apparel,406,68,9,3,42.09,5.93,0.42,L42
ITM11879,Automotive,312,47,9,2,29.6,9.88,0.46,L22
ITM11880,Groceries,145,78,5,9,20.75,8.35,0.9,L80
ITM11881,Pharma,315,96,8,8,47.38,3.01,0.57,L59
ITM11882,Automotive,91,62,7,5,13.08,7.39,0.88,L89
ITM11883,Electronics,315,24,3,6,40.35,2.54,0.66,L47
ITM11884,Electronics,255,35,13,7,30.99,7.93,0.63,L12
ITM11885,Electronics,75,57,5,8,19.47,1.9,0.13,L56
ITM11886,Electronics,426,28,14,4,1.07,5.0,0.35,L14
ITM11887,Groceries,379,18,3,9,22.88,8.01,0.55,L32
ITM11888,Pharma,414,73,6,2,14.56,3.16,0.63,L56
ITM11889,Apparel,129,63,12,6,6.11,8.45,0.67,L76
ITM11890,Groceries,211,60,5,6,4.68,6.62,0.74,L52
ITM11891,Groceries,411,48,13,4,18.03,4.28,0.69,L68
ITM11892,Apparel,112,13,6,9,31.12,4.52,0.86,L11
ITM11893,Apparel,369,12,11,4,42.04,9.3,0.37,L51
ITM11894,Electronics,75,73,5,4,9.99,2.57,0.68,L40
ITM11895,Groceries,79,38,14,7,21.81,7.09,0.15,L96
ITM11896,Automotive,157,20,8,9,20.21,7.22,0.53,L44
ITM11897,Apparel,58,67,8,7,26.16,9.26,0.34,L29
ITM11898,Apparel,47,84,9,2,40.67,7.28,0.44,L43
ITM11899,Pharma,68,36,11,4,28.13,6.05,0.42,L100
ITM11900,Automotive,439,30,14,5,42.49,9.07,0.15,L22
ITM11901,Automotive,144,48,9,6,26.41,8.38,0.52,L10
ITM11902,Apparel,32,55,3,9,30.59,7.31,1.0,L66
ITM11903,Electronics,499,75,10,4,22.43,0.81,0.37,L82
ITM11904,Pharma,55,45,7,9,41.33,4.05,0.76,L15
ITM11905,Automotive,120,84,11,6,46.27,6.5,0.59,L68
ITM11906,Apparel,301,91,12,3,32.32,5.46,0.39,L66
ITM11907,Automotive,105,74,14,8,41.22,3.53,0.18,L25
ITM11908,Pharma,23,72,7,3,3.89,1.87,0.29,L100
ITM11909,Pharma,242,44,7,4,45.4,5.75,0.8,L45
ITM11910,Groceries,357,40,14,6,10.26,3.22,0.35,L45
ITM11911,Apparel,467,37,14,8,13.57,2.71,0.23,L94
ITM11912,Pharma,185,10,4,3,3.61,4.29,0.4,L83
ITM11913,Groceries,402,34,14,4,48.3,7.96,0.63,L19
ITM11914,Groceries,363,52,13,6,42.75,5.13,0.73,L31
ITM11915,Automotive,402,93,5,4,45.75,2.56,0.45,L14
ITM11916,Automotive,395,76,12,7,42.51,1.61,0.55,L19
ITM11917,Groceries,490,72,11,6,24.5,5.24,0.51,L33
ITM11918,Automotive,297,60,9,3,46.28,8.05,0.11,L26
ITM11919,Pharma,149,11,3,4,48.5,6.7,0.46,L23
ITM11920,Electronics,50,91,5,9,25.63,2.71,0.63,L78
ITM11921,Pharma,394,73,14,3,9.61,4.65,0.61,L20
ITM11922,Groceries,30,83,4,4,33.27,8.62,0.77,L98
ITM11923,Groceries,495,78,3,9,48.8,2.19,0.7,L98
ITM11924,Pharma,321,18,11,9,43.74,5.55,0.35,L84
ITM11925,Automotive,115,11,10,2,43.23,3.88,0.33,L10
ITM11926,Automotive,209,43,7,9,46.76,1.68,0.52,L23
ITM11927,Groceries,472,69,13,3,44.8,0.97,0.76,L99
ITM11928,Apparel,211,70,14,3,39.04,5.78,0.18,L81
ITM11929,Automotive,285,40,4,5,36.2,0.7,0.95,L64
ITM11930,Pharma,443,19,3,8,13.97,1.48,0.59,L60
ITM11931,Automotive,147,85,9,7,31.45,3.8,0.38,L97
ITM11932,Pharma,257,45,13,3,26.55,0.91,0.72,L73
ITM11933,Groceries,427,94,13,6,43.24,4.3,0.14,L98
ITM11934,Automotive,374,58,4,8,25.09,1.74,0.54,L75
ITM11935,Pharma,447,79,3,9,7.26,3.82,0.54,L58
ITM11936,Groceries,131,58,4,4,1.24,8.02,0.25,L88
ITM11937,Apparel,335,12,9,2,34.22,6.45,0.85,L73
ITM11938,Pharma,465,83,9,6,27.95,4.73,0.82,L83
ITM11939,Apparel,362,14,12,8,17.22,1.37,0.24,L82
ITM11940,Apparel,164,99,8,6,9.28,6.38,0.43,L80
ITM11941,Electronics,84,70,7,6,23.87,2.06,0.19,L42
ITM11942,Automotive,266,94,5,6,5.91,1.23,0.86,L81
ITM11943,Pharma,242,99,14,8,17.47,6.81,0.39,L41
ITM11944,Apparel,498,35,5,2,19.58,9.16,0.5,L20
ITM11945,Electronics,332,81,13,9,23.82,4.88,0.39,L57
ITM11946,Groceries,458,14,14,5,23.86,0.89,0.38,L9
ITM11947,Pharma,125,24,11,7,13.59,8.86,0.77,L61
ITM11948,Apparel,200,25,6,9,42.66,1.14,0.77,L57
ITM11949,Automotive,203,10,11,3,18.42,8.74,0.57,L81
ITM11950,Electronics,245,25,6,8,12.25,4.22,0.69,L39
ITM11951,Apparel,284,46,4,6,9.61,3.97,0.56,L36
ITM11952,Automotive,297,12,6,9,16.81,5.66,0.13,L76
ITM11953,Apparel,416,61,8,3,4.31,9.59,0.16,L8
ITM11954,Pharma,108,56,8,8,2.61,9.04,0.45,L46
ITM11955,Pharma,195,22,7,3,30.65,4.97,0.77,L65
ITM11956,Pharma,37,89,3,6,31.34,7.11,0.92,L10
ITM11957,Electronics,390,64,5,5,26.95,6.01,0.13,L40
ITM11958,Pharma,479,30,7,8,38.35,7.09,0.43,L60
ITM11959,Automotive,443,75,8,3,2.92,8.38,0.3,L58
ITM11960,Apparel,420,63,3,4,46.86,0.83,0.83,L5
ITM11961,Groceries,418,36,11,3,5.66,3.59,0.86,L8
ITM11962,Automotive,125,47,5,7,34.03,9.61,0.29,L48
ITM11963,Automotive,290,99,12,6,7.54,9.52,0.74,L37
ITM11964,Pharma,482,67,5,2,44.12,0.61,0.76,L10
ITM11965,Electronics,338,71,13,3,26.02,2.41,0.26,L83
ITM11966,Apparel,186,55,4,5,5.03,9.94,0.49,L12
ITM11967,Electronics,32,98,10,4,31.22,5.18,0.66,L79
ITM11968,Apparel,356,20,5,4,1.45,5.94,0.12,L77
ITM11969,Apparel,51,81,8,2,39.03,2.08,0.46,L65
ITM11970,Electronics,412,17,4,9,32.88,9.0,0.24,L50
ITM11971,Automotive,59,80,9,7,11.42,2.7,0.59,L60
ITM11972,Apparel,167,73,6,2,19.36,2.3,0.86,L75
ITM11973,Electronics,237,30,11,7,1.38,2.67,0.57,L71
ITM11974,Apparel,238,81,12,3,34.99,9.24,0.13,L95
ITM11975,Groceries,488,72,11,6,16.81,7.18,0.13,L6
ITM11976,Automotive,101,94,9,5,29.01,7.8,0.64,L58
ITM11977,Pharma,352,73,14,4,47.88,4.08,0.4,L74
ITM11978,Apparel,227,29,10,2,15.67,9.14,0.62,L84
ITM11979,Groceries,220,17,5,5,49.52,8.0,0.25,L25
ITM11980,Pharma,466,67,13,7,32.0,7.63,0.8,L42
ITM11981,Pharma,351,55,7,6,12.86,9.72,0.87,L78
ITM11982,Apparel,447,40,4,4,22.4,3.98,0.9,L61
ITM11983,Electronics,57,18,12,4,37.28,6.3,0.37,L65
ITM11984,Apparel,230,24,9,7,22.88,9.14,0.69,L20
ITM11985,Groceries,463,35,10,6,4.36,8.01,0.35,L8
ITM11986,Pharma,346,19,11,4,9.26,5.85,0.79,L58
ITM11987,Apparel,268,38,13,6,39.77,1.22,0.21,L14
ITM11988,Electronics,246,89,13,4,32.77,6.7,0.79,L44
ITM11989,Apparel,67,45,9,3,28.92,5.5,0.5,L92
ITM11990,Automotive,37,93,12,7,9.21,2.25,0.87,L11
ITM11991,Electronics,419,46,12,6,42.05,8.88,0.77,L65
ITM11992,Groceries,458,95,10,5,48.08,3.76,0.44,L83
ITM11993,Pharma,314,80,14,9,3.0,4.18,0.91,L23
ITM11994,Apparel,215,32,11,3,4.82,6.89,0.36,L6
ITM11995,Electronics,206,50,8,8,44.35,5.14,0.97,L32
ITM11996,Automotive,364,89,14,5,40.96,1.35,0.79,L91
ITM11997,Electronics,243,37,14,7,31.28,4.18,0.99,L57
ITM11998,Automotive,337,57,12,4,47.3,1.4,0.15,L57
ITM11999,Groceries,416,47,4,8,32.68,2.31,0.35,L68
ITM12000,Pharma,384,40,4,5,11.58,0.57,0.77,L67
ITM12001,Groceries,356,23,6,3,36.7,2.22,0.93,L79
ITM12002,Apparel,248,82,11,8,32.64,3.64,0.13,L21
ITM12003,Electronics,409,97,9,8,49.3,5.61,0.1,L47
ITM12004,Automotive,486,86,4,6,11.48,9.23,0.33,L48
ITM12005,Automotive,96,99,10,2,30.3,5.63,0.87,L37
ITM12006,Electronics,207,38,13,5,39.23,7.2,0.79,L50
ITM12007,Electronics,365,60,9,2,17.61,3.9,0.41,L53
ITM12008,Apparel,289,58,11,7,19.6,7.64,0.1,L100
ITM12009,Groceries,114,52,10,5,44.51,6.39,0.6,L44
ITM12010,Automotive,329,81,5,5,20.81,4.87,0.31,L87
ITM12011,Apparel,151,96,3,6,31.61,2.34,0.77,L77
ITM12012,Groceries,58,14,4,4,44.57,3.38,0.5,L7
ITM12013,Apparel,91,51,4,3,11.28,6.4,0.71,L81
ITM12014,Automotive,300,16,6,3,49.11,4.55,0.87,L83
ITM12015,Electronics,352,51,8,3,35.4,8.95,0.58,L43
ITM12016,Electronics,179,45,6,9,25.31,2.73,0.4,L9
ITM12017,Groceries,206,36,11,7,22.12,1.19,0.79,L43
ITM12018,Pharma,210,67,6,8,47.76,6.1,0.34,L13
ITM12019,Groceries,441,55,8,4,11.08,8.92,0.9,L72
ITM12020,Pharma,139,75,8,2,16.27,3.97,0.16,L87
ITM12021,Apparel,239,34,12,3,16.08,6.65,0.85,L50
ITM12022,Apparel,72,82,13,9,15.16,2.7,0.18,L37
ITM12023,Automotive,241,36,12,2,23.96,5.81,0.15,L33
ITM12024,Pharma,470,10,3,4,49.47,7.97,0.43,L93
ITM12025,Automotive,431,96,10,7,44.55,8.74,0.96,L85
ITM12026,Electronics,150,83,14,4,17.07,1.5,0.99,L78
ITM12027,Pharma,256,51,5,6,21.72,3.89,0.28,L20
ITM12028,Groceries,265,61,8,8,33.8,6.58,0.23,L43
ITM12029,Electronics,245,34,5,3,1.84,0.83,0.42,L11
ITM12030,Electronics,227,63,13,7,41.19,7.06,0.4,L75
ITM12031,Groceries,425,76,4,6,44.11,5.52,0.78,L85
ITM12032,Electronics,115,15,7,3,43.0,3.24,0.5,L19
ITM12033,Pharma,441,67,3,4,19.38,8.24,0.8,L45
ITM12034,Automotive,219,79,11,4,23.64,3.26,0.77,L40
ITM12035,Electronics,266,62,13,9,1.61,9.92,0.62,L84
ITM12036,Pharma,91,75,9,5,20.57,8.26,0.85,L90
ITM12037,Apparel,337,67,5,5,23.56,7.23,0.28,L85
ITM12038,Pharma,204,91,6,4,45.44,1.08,0.25,L51
ITM12039,Automotive,25,96,8,4,44.81,9.09,0.78,L17
ITM12040,Pharma,225,11,5,2,48.34,8.01,0.32,L77
ITM12041,Groceries,51,85,14,9,44.37,2.68,0.1,L91
ITM12042,Automotive,118,31,9,8,1.4,4.23,0.92,L11
ITM12043,Apparel,413,46,8,2,32.43,3.05,0.66,L40
